GeneName,isSU2CSurfaceProtein,isSurfaceomeSurfaceProtein,isCDDSurfaceProtein,isGOSurfaceProtein,isSurfaceProteinEvidence,AmiGo...GO..Intrinsic,AmiGo...GO..Extrinsic,knowledge,experiments,prediction,textmining,CellSurfaceProteinAtlas,HumanProteinAtlas,Evidence_count,NewCount
DNAAF1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
DMRT2,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
DMD,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
DLGAP1-AS1,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
DLG2,N,N,N,Y,Y,cation-channel-complex|plasma-membrane|ion-channel-complex|transmembrane-transporter-complex|intrinsic-component-of-plasma-membrane|cell|potassium-channel-complex|intrinsic-component-of-membrane|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|voltage-gated-potassium-channel-complex|macromolecular-complex|cell-part|BFO_0000001|membrane-part|integral-component-of-membrane|transporter-complex,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
DENND1A,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,Y,3,4
DEFB126,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
DDX23,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
DBN1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
DAPP1,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
DAB2IP,N,N,N,Y,Y,plasma-membrane|intrinsic-component-of-plasma-membrane|intrinsic-component-of-the-cytoplasmic-side-of-the-plasma-membrane|cell|intrinsic-component-of-membrane|cellular_component|cell-periphery|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|cytoplasmic-side-of-membrane|membrane-part,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
DAB2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
CYTH3,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CYP4F3,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
CYP4F2,Y,N,N,N,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,Y,3,4
CYP39A1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CYP2S1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CYB5R2,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CYB5R1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
CYB5D2,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
CXCL9,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CXCL12,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CXCL10,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CUL4B,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CTSZ,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
CTSL,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
CTSG,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
CTSD,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
CTSB,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
CTNNA1,N,N,N,Y,Y,NA,plasma-membrane|cell|catenin-complex|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|macromolecular-complex|cell-part|BFO_0000001|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CSNK2A1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
CRTC1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CRTAP,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
CROCC,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CRK,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
CRISPLD2,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
CREG1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
CREB3L2,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CPZ,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
CPXM2,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
CPLX3,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
COX6B2,N,N,Y,N,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
COX16,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
COL3A1,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
COL2A1,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
COL24A1,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
COL16A1,N,N,Y,N,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
COG3,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
COBL,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CNPY2,N,N,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CLTC,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,Y,N,3,4
CLIC6,N,N,N,Y,Y,protein-complex|membrane|ion-channel-complex|transmembrane-transporter-complex|macromolecular-complex|BFO_0000001|chloride-channel-complex|intrinsic-component-of-membrane|cellular_component|integral-component-of-membrane|membrane-part|transporter-complex,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
CLIC1,N,N,N,Y,Y,protein-complex|membrane|ion-channel-complex|transmembrane-transporter-complex|macromolecular-complex|BFO_0000001|chloride-channel-complex|intrinsic-component-of-membrane|cellular_component|integral-component-of-membrane|membrane-part|transporter-complex,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
CIB1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
CHUK,N,N,N,Y,Y,CD40-receptor-complex|plasma-membrane|cell|intrinsic-component-of-plasma-membrane|intrinsic-component-of-membrane|cellular_component|cell-periphery|receptor-complex|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|integral-component-of-membrane|membrane-part,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CHSY1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
CHST9,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CHST8,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
CHST13,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
CHMP6,N,N,Y,N,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
CHMP4A,Y,N,Y,N,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CHMP2A,N,N,Y,N,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
CHIT1,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
CHD1L,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CFLAR,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
CERCAM,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
CEP89,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CEP72,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
CEP290,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
CDSN,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
CDCA5,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CDC42SE2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
CDC14B,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CCT3,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CCL5,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CCDC8,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CCDC67,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CCDC62,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CCDC168,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
CCDC167,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,4,4
CASQ2,N,N,N,Y,Y,protein-complex|membrane|cation-channel-complex|ion-channel-complex|transmembrane-transporter-complex|macromolecular-complex|BFO_0000001|intrinsic-component-of-membrane|membrane-part|calcium-channel-complex|cellular_component|integral-component-of-membrane|transporter-complex,NA,NA,NA,NA,NA,N,N,4,4
CAPS,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
CAPRIN1,N,N,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
CAPNS1,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
CAMK2A,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,Y,3,4
CAMK1G,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,Y,3,4
C8G,N,N,N,Y,Y,plasma-membrane|intrinsic-component-of-plasma-membrane|cell|intrinsic-component-of-membrane|cellular_component|cell-periphery|protein-complex|pore-complex|plasma-membrane-part|membrane-attack-complex|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|integral-component-of-membrane|membrane-part,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
C4BPB,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
C3orf80,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
C2orf40,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
C22orf24,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
C21orf2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
C1QBP,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
C1QB,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
C1orf115,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
C1GALT1C1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
C1GALT1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
C16orf52,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
C12orf76,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
BTK,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
BRPF1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
BRCA1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BNC2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BMX,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
BMP1,N,N,Y,N,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
BLVRB,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BLK,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
BICD2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BFSP2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BCORL1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BCAR1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BASP1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BAIAP2L1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
BAG3,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
B4GALT4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
B4GALNT4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
B3GNT7,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
B3GNT6,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
B3GAT1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
B3GALT5,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
B3GALNT1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
AXIN2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ATP6V1H,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ATP6V1B2,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ATP5B,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ATG2A,N,N,Y,N,Y,NA,membrane|BFO_0000001|cellular_component|membrane-part|extrinsic-component-of-membrane,NA,NA,NA,NA,N,N,4,4
ATF7,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
ATCAY,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
ATAD3A,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
ASPSCR1,N,N,N,Y,Y,NA,membrane|BFO_0000001|cellular_component|membrane-part|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ARRB1,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ARL6,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
ARL4C,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ARL3,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
ARHGEF28,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ARHGEF1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ARHGAP33,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ARF1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
AR,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
APOA4,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
APC2,N,N,N,Y,Y,NA,plasma-membrane|cell|catenin-complex|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|macromolecular-complex|cell-part|BFO_0000001|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
APBB1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
AOC2,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ANXA9,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
ANXA5,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ANXA2,N,N,N,Y,Y,NA,plasma-membrane-part|membrane|plasma-membrane|cell-part|cell|BFO_0000001|membrane-part|cellular_component|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane|cell-periphery,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ANXA1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ANKLE2,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
ANK3,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ALPK1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
ALPI,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ALOX15B,N,N,N,Y,Y,NA,membrane|BFO_0000001|cellular_component|membrane-part|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
ALOX15,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ALKBH5,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
ALDOA,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
ALDH6A1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
AKT3,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
AKAP9,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,Y,3,4
AKAP6,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,Y,3,4
AKAP10,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
AIFM2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
AIFM1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
AEBP1,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
ADIPOQ,N,N,Y,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
ADD3,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ADD1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ACSM1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
ABTB1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
AAMP,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
AADAC,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
ZNRF2,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,3,3
ZNF826P,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF804A,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF672,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF589,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF428,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF41,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF384,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF33A,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF236,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF22,N,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZNF19,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZMYND19,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,3,3
ZFYVE9,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZFYVE20,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,3,3
ZCCHC2,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZC4H2,N,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
ZC3H12A,N,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
YY1,N,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
YWHAH,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,3,3
XRN1,N,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WWOX,N,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WWC2,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WSB1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WNT9A,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WNT2,N,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WNT16,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WNK2,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,3,3
WNK1,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WFDC9,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WFDC8,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WFDC11,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WFDC10B,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WFDC10A,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WDR82,N,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
WDR5B,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,3,3
